Observation ID,Date,Plot No,Rep,Species,PAW Trt,Irrigated After,TQ,NDVI Scan,NDRE Scan,FvFm,Absorptivity,Gmax,Percent Cover,Mean VWC,Min VWC,VWC at 7 AM,Suction Mean VWC,Suction Min VWC,Suction VWC at 7 AM
432,07/27/22,502,1,CBG,75,No,8,0.8175,0.3525,NA,NA,56,92.41635132,0.3673125,0.352,0.372,,,
433,07/27/22,503,2,KBG,60,No,8,0.8424,0.3666,NA,NA,52,95.09640414,0.328385417,0.3,0.342,,,
434,07/27/22,504,2,KBG,15,No,7,0.8399,0.3714,NA,NA,96.5,92.33816579,0.18496875,0.177,0.186,,,
435,07/27/22,505,3,CBG,75,No,8,0.8395,0.3462,NA,NA,44.5,96.26813736,0.362135417,0.343,0.37,,,
436,07/27/22,506,3,CBG,30,No,8,0.8332,0.3659,NA,NA,82.5,93.90268971,0.233229167,0.217,0.239,,,
437,07/28/22,104,2,KBG,75,Yes,NA,NA,NA,0.679,0.89,67.5,NA,0.325854167,0.302,0.308,,,
438,07/28/22,106,3,KBG,45,Yes,NA,NA,NA,0.694,0.866,80,NA,0.247072917,0.22,0.231,,,
439,07/28/22,204,2,CBG,45,Yes,NA,NA,NA,0.687,0.839,86,NA,0.284385417,0.255,0.261,,,
440,07/28/22,206,3,KBG,30,Yes,NA,NA,NA,0.676,0.839,NA,NA,0.171364583,0.169,0.173,,,
441,07/28/22,303,2,CBG,75,Yes,NA,NA,NA,0.697,0.864,80,NA,0.34871875,0.336,0.339,,,
442,07/28/22,401,1,KBG,60,Yes,NA,NA,NA,0.695,0.871,111.5,NA,0.337708333,0.312,0.318,,,
443,07/28/22,404,2,CBG,60,Yes,NA,NA,NA,0.722,0.891,95.5,NA,0.301479167,0.277,0.283,,,
444,07/28/22,405,3,CBG,60,Yes,NA,NA,NA,0.705,0.882,63,NA,0.3103125,0.297,0.304,,,
445,07/28/22,503,2,KBG,60,Yes,NA,NA,NA,0.706,0.884,70,NA,0.315395833,0.287,0.297,,,
446,07/28/22,506,3,CBG,30,Yes,NA,NA,NA,0.709,0.887,78.5,NA,0.222958333,0.208,0.213,,,
447,07/29/22,101,1,CBG,15,No,6,0.7349,0.2864,0.654,0.767,135.5,46.47445276,0.174635417,0.172,0.175,,,
448,07/29/22,102,1,CBG,60,Yes,7,0.736,0.2969,0.661,0.841,93,65.2388058,0.274083333,0.264,0.265,,,
449,07/29/22,103,2,CBG,15,No,7,0.7189,0.296,0.67,0.824,125.5,56.02139449,0.1518125,0.149,0.152,,,
450,07/29/22,104,2,KBG,75,Yes,7,0.7979,0.3257,0.658,0.811,57,92.06994223,0.3405625,0.321,0.328,,,
451,07/29/22,105,3,CBG,15,No,7,0.7859,0.3194,0.664,0.834,102.5,72.899778,0.11865625,0.112,0.121,,,
452,07/29/22,106,3,KBG,45,No,7,0.8231,0.3313,0.676,0.878,62,90.11969053,0.248135417,0.231,0.256,,,
453,07/29/22,201,1,CBG,30,No,6,0.7317,0.2794,0.634,0.744,127,65.96848874,0.181114583,0.175,0.18,,,
454,07/29/22,202,1,CBG,45,Yes,7,0.7709,0.3119,0.668,0.845,96.5,76.40563461,0.222822917,0.218,0.22,,,
455,07/29/22,203,2,KBG,45,Yes,7,0.7804,0.3109,0.676,0.843,90.5,90.32153251,0.21046875,0.201,0.208,,,
456,07/29/22,204,2,CBG,45,No,7,0.8157,0.3282,0.648,0.802,59,78.38973404,0.29578125,0.28,0.301,,,
457,07/29/22,205,3,CBG,45,No,7,0.7584,0.2942,0.667,0.832,81,77.84884479,0.228677083,0.218,0.233,,,
458,07/29/22,206,3,KBG,30,No,7,0.8164,0.3361,0.681,0.866,76,89.39176636,0.17209375,0.169,0.172,,,
459,07/29/22,301,1,KBG,75,Yes,8,0.7853,0.3066,0.686,0.873,105,85.81998698,0.344895833,0.323,0.327,,,
460,07/29/22,302,1,KBG,45,No,7,0.8121,0.3353,0.673,0.835,107.5,87.56532405,0.242322917,0.231,0.247,,,
461,07/29/22,303,2,CBG,75,No,8,0.8175,0.3407,0.692,0.862,62,91.76165614,0.349197917,0.34,0.352,,,
462,07/29/22,304,2,CBG,30,No,7,0.8097,0.333,0.674,0.883,90.5,81.82586532,0.227208333,0.212,0.234,,,
463,07/29/22,305,3,KBG,75,Yes,8,0.8339,0.3474,0.68,0.868,67.5,92.46642426,0.3334375,0.316,0.319,,,
464,07/29/22,306,3,KBG,60,No,7,0.7985,0.3354,0.679,0.856,67.5,90.32835211,0.284052083,0.271,0.29,,,
465,07/29/22,401,1,KBG,60,No,7,0.8051,0.3184,0.684,0.862,110,86.96388568,0.341104167,0.328,0.345,,,
466,07/29/22,402,1,KBG,15,No,7,0.8141,0.3391,0.692,0.873,127,73.95477864,0.15315625,0.15,0.152,,,
467,07/29/22,403,2,KBG,30,Yes,8,0.8133,0.3412,0.689,0.878,103,91.94569488,0.153583333,0.151,0.154,,,
468,07/29/22,404,2,CBG,60,No,7,0.8164,0.3385,0.697,0.889,97.5,91.88899699,0.307541667,0.299,0.307,,,
469,07/29/22,405,3,CBG,60,No,8,0.825,0.3379,0.705,0.889,57.5,94.38812542,0.308260417,0.298,0.313,,,
470,07/29/22,406,3,KBG,15,No,7,0.8157,0.341,0.701,0.894,112,86.98531771,0.14915625,0.146,0.148,,,
471,07/29/22,501,1,KBG,30,No,7,0.7913,0.3222,0.692,0.85,171.5,75.59122462,0.172166667,0.168,0.17,,,
472,07/29/22,502,1,CBG,75,Yes,8,0.8101,0.3472,0.701,0.891,75.5,86.85701058,0.3268125,0.322,0.323,,,
473,07/29/22,503,2,KBG,60,No,8,0.8365,0.3654,0.69,0.885,70,95.11534051,0.315697917,0.299,0.324,,,
474,07/29/22,504,2,KBG,15,No,7,0.8229,0.3453,0.683,0.857,136,90.48574506,0.149958333,0.144,0.151,,,
475,07/29/22,505,3,CBG,75,Yes,8,0.8273,0.348,0.708,0.893,57,95.80740097,0.328854167,0.319,0.321,,,
476,07/29/22,506,3,CBG,30,No,8,0.8127,0.3418,0.702,0.898,78,93.32919708,0.221708333,0.211,0.226,,,
477,07/30/22,102,1,CBG,60,Yes,NA,NA,NA,0.669,0.823,86,NA,0.287114583,0.271,0.278,,,
478,07/30/22,203,2,KBG,45,Yes,NA,NA,NA,0.678,0.852,104,NA,0.243333333,0.207,0.22,,,
479,07/30/22,205,3,CBG,45,Yes,NA,NA,NA,0.672,0.846,90.5,NA,0.216072917,0.207,0.217,,,
480,07/30/22,303,2,CBG,75,Yes,NA,NA,NA,0.69,0.869,77.5,NA,0.346510417,0.33,0.337,,,
481,07/30/22,306,3,KBG,60,Yes,NA,NA,NA,0.673,0.868,109,NA,0.278083333,0.253,0.27,,,
482,07/30/22,403,2,KBG,30,Yes,NA,NA,NA,0.636,0.857,91.5,NA,0.151197917,0.149,0.149,,,
483,07/30/22,502,1,CBG,75,Yes,NA,NA,NA,0.686,0.856,96.5,NA,0.34803125,0.324,0.328,,,
484,07/30/22,505,3,CBG,75,Yes,NA,NA,NA,0.649,0.884,62.5,NA,0.345885417,0.325,0.333,,,
485,07/31/22,104,2,KBG,75,Yes,NA,NA,NA,0.728,0.866,66.5,NA,0.329354167,0.297,0.301,,,
486,07/31/22,105,3,CBG,15,Yes,NA,NA,NA,0.688,0.777,165.5,NA,0.108166667,0.102,0.102,,,
487,07/31/22,106,3,KBG,45,Yes,NA,NA,NA,0.712,0.876,93.5,NA,0.19940625,0.178,0.179,,,
488,07/31/22,202,1,CBG,45,Yes,NA,NA,NA,0.707,0.827,115,NA,0.222083333,0.206,0.208,,,
489,07/31/22,205,3,CBG,45,Yes,NA,NA,NA,0.712,0.833,93,NA,0.237583333,0.211,0.214,,,
490,07/31/22,206,3,KBG,30,Yes,NA,NA,NA,0.713,0.881,105.5,NA,0.161125,0.157,0.158,,,
491,07/31/22,301,1,KBG,75,Yes,NA,NA,NA,0.708,0.841,101.5,NA,0.3546875,0.321,0.324,,,
492,07/31/22,302,1,KBG,45,Yes,NA,NA,NA,0.717,0.866,136.5,NA,0.207010417,0.205,0.207,,,
493,07/31/22,305,3,KBG,75,Yes,NA,NA,NA,0.723,0.876,72.5,NA,0.337885417,0.311,0.314,,,
494,07/31/22,403,2,KBG,30,Yes,NA,NA,NA,0.71,0.872,86.5,NA,0.16665625,0.152,0.153,,,
495,07/31/22,404,2,CBG,60,Yes,NA,NA,NA,0.719,0.842,84.5,NA,0.288239583,0.264,0.268,,,
496,07/31/22,405,3,CBG,60,Yes,NA,NA,NA,0.733,0.877,70.5,NA,0.270260417,0.257,0.262,,,
497,07/31/22,501,1,KBG,30,Yes,NA,NA,NA,0.709,0.833,175.5,NA,0.177510417,0.159,0.159,,,
498,07/31/22,503,2,KBG,60,Yes,NA,NA,NA,0.731,0.889,89,NA,0.2571875,0.243,0.25,,,
499,08/01/22,101,1,CBG,15,No,6,0.6871,0.2699,NA,NA,109,43.51294038,0.171458333,0.167,0.168,,,
500,08/01/22,102,1,CBG,60,No,7,0.7062,0.2849,NA,NA,75.5,67.76239024,0.307854167,0.294,0.313,,,
501,08/01/22,103,2,CBG,15,No,7,0.6871,0.2767,NA,NA,91.5,50.98612688,0.144229167,0.14,0.141,,,
502,08/01/22,104,2,KBG,75,No,8,0.7963,0.3215,NA,NA,51.5,92.51437694,0.339739583,0.318,0.351,,,
503,08/01/22,105,3,CBG,15,No,7,0.7358,0.2874,NA,NA,76,68.27426318,0.15765625,0.141,0.163,,,
504,08/01/22,106,3,KBG,45,No,7,0.7937,0.3272,NA,NA,69.5,90.67193882,0.2475625,0.228,0.258,,,
505,08/01/22,201,1,CBG,30,No,6,0.7063,0.276,NA,NA,107.5,60.77700996,0.17203125,0.169,0.169,,,
506,08/01/22,202,1,CBG,45,No,7,0.7245,0.2937,NA,NA,58,75.8528858,0.248635417,0.239,0.251,,,
507,08/01/22,203,2,KBG,45,No,7,0.8042,0.328,NA,NA,51,90.75002007,0.293822917,0.272,0.304,,,
508,08/01/22,204,2,CBG,45,No,8,0.7651,0.3166,NA,NA,94.5,83.04292349,0.246947917,0.233,0.252,,,
509,08/01/22,205,3,CBG,45,No,7,0.7629,0.3019,NA,NA,67,79.56383779,0.2815,0.272,0.286,,,
510,08/01/22,206,3,KBG,30,No,7,0.7897,0.3265,NA,NA,79.5,90.09296827,0.187333333,0.173,0.186,,,
511,08/01/22,301,1,KBG,75,No,8,0.7834,0.3148,NA,NA,61.5,85.43083897,0.3844375,0.368,0.392,,,
512,08/01/22,302,1,KBG,45,Yes,7,0.8014,0.3083,0.72,0.886,90.5,86.65115747,0.226864583,0.209,0.216,,,
513,08/01/22,303,2,CBG,75,Yes,8,0.8139,0.3402,0.718,0.879,51,91.7960878,0.380020833,0.37,0.372,,,
514,08/01/22,304,2,CBG,30,No,7,0.781,0.3295,NA,NA,113.5,77.0042506,0.200625,0.19,0.204,,,
515,08/01/22,305,3,KBG,75,No,8,0.8281,0.8304,NA,NA,52,92.78833564,0.359020833,0.341,0.368,,,
516,08/01/22,306,3,KBG,60,No,7,0.7905,0.3332,NA,NA,78.5,90.1841882,0.323416667,0.303,0.333,,,
517,08/01/22,401,1,KBG,60,No,7,0.7847,0.3214,NA,NA,109.5,86.08098775,0.325510417,0.305,0.334,,,
518,08/01/22,402,1,KBG,15,No,7,0.7766,0.3296,NA,NA,106,74.70063813,0.148197917,0.144,0.145,,,
519,08/01/22,403,2,KBG,30,No,9,0.8182,0.3438,NA,NA,77.5,92.79215211,0.240583333,0.221,0.25,,,
520,08/01/22,404,2,CBG,60,No,8,0.8004,0.3352,NA,NA,109.5,89.49913504,0.321333333,0.306,0.329,,,
521,08/01/22,405,3,CBG,60,No,8,0.8124,0.3359,NA,NA,55.5,93.59610678,0.305020833,0.289,0.314,,,
522,08/01/22,406,3,KBG,15,No,7,0.801,0.3453,NA,NA,110,87.23262367,0.147760417,0.143,0.145,,,
523,08/01/22,501,1,KBG,30,No,7,0.7731,0.3133,NA,NA,123,76.92365284,0.217208333,0.209,0.218,,,
524,08/01/22,502,1,CBG,75,No,8,0.7967,0.3368,NA,NA,65,86.16522819,0.385447917,0.368,0.393,,,
525,08/01/22,503,2,KBG,60,No,9,0.818,0.3633,NA,NA,66.5,95.33691136,0.300166667,0.28,0.311,,,
526,08/01/22,504,2,KBG,15,No,7,0.8204,0.368,NA,NA,112,90.44705202,0.158760417,0.15,0.16,,,
527,08/01/22,505,3,CBG,75,No,8,0.8284,0.346,NA,NA,44.5,95.36053317,0.36278125,0.344,0.372,,,
528,08/01/22,506,3,CBG,30,Yes,8,0.8275,0.3625,0.745,0.89,83.5,94.26698547,0.201364583,0.188,0.188,,,
529,08/02/22,104,2,KBG,75,Yes,NA,NA,NA,0.69,0.871,NA,NA,0.328135417,0.303,0.315,,,
530,08/02/22,305,3,KBG,75,Yes,NA,NA,NA,0.709,0.888,NA,NA,0.348697917,0.326,0.338,,,
531,08/02/22,503,2,KBG,60,Yes,NA,NA,NA,0.701,0.89,NA,NA,0.275385417,0.255,0.276,,,
532,08/03/22,101,1,CBG,15,No,6,0.6568,0.2562,NA,NA,NA,35.90859655,0.173614583,0.169,0.173,,,
533,08/03/22,102,1,CBG,60,Yes,7,0.7362,0.3002,0.717,0.807,NA,65.35183314,0.28265625,0.27,0.277,,,
534,08/03/22,103,2,CBG,15,No,7,0.6587,0.2183,NA,NA,NA,44.38445841,0.144947917,0.142,0.142,,,
535,08/03/22,104,2,KBG,75,No,7,0.7863,0.3204,NA,NA,NA,93.16579093,0.345364583,0.317,0.363,,,
536,08/03/22,105,3,CBG,15,No,7,0.7416,0.3031,NA,NA,NA,65.6198412,0.13471875,0.118,0.143,,,
537,08/03/22,106,3,KBG,45,Yes,8,0.8033,0.3433,0.725,0.859,NA,89.27742515,0.2061875,0.176,0.192,,,
538,08/03/22,201,1,CBG,30,No,6,0.6921,0.2693,NA,NA,NA,51.66627911,0.17284375,0.17,0.171,,,
539,08/03/22,202,1,CBG,45,No,7,0.7435,0.3095,NA,NA,NA,74.54106235,0.220364583,0.214,0.224,,,
540,08/03/22,203,2,KBG,45,No,8,0.7833,0.3198,NA,NA,NA,89.18138771,0.23871875,0.225,0.25,,,
541,08/03/22,204,2,CBG,45,Yes,7,0.7618,0.322,0.706,0.821,NA,81.95969208,0.243010417,0.206,0.221,,,
542,08/03/22,205,3,CBG,45,No,7,0.7481,0.3035,NA,NA,NA,80.67098992,0.273041667,0.25,0.283,,,
543,08/03/22,206,3,KBG,30,No,7,0.8096,0.3438,NA,NA,NA,88.06315461,0.170208333,0.168,0.171,,,
544,08/03/22,301,1,KBG,75,Yes,7,0.7597,0.3089,0.723,0.84,NA,82.89316348,0.35278125,0.333,0.336,,,
545,08/03/22,302,1,KBG,45,No,7,0.7915,0.3245,NA,NA,NA,85.42019595,0.240875,0.236,0.242,,,
546,08/03/22,303,2,CBG,75,No,8,0.807,0.3405,NA,NA,NA,91.33090928,0.3629375,0.348,0.374,,,
547,08/03/22,304,2,CBG,30,No,7,0.7573,0.3259,NA,NA,NA,71.30257424,0.22278125,0.177,0.235,,,
548,08/03/22,305,3,KBG,75,No,8,0.8254,0.3444,NA,NA,NA,92.30736986,0.364520833,0.343,0.378,,,
549,08/03/22,306,3,KBG,60,No,7,0.7983,0.3446,NA,NA,NA,90.03956548,0.282208333,0.264,0.297,,,
550,08/03/22,401,1,KBG,60,No,7,0.7892,0.3338,NA,NA,NA,83.44797694,0.277635417,0.269,0.28,,,
551,08/03/22,402,1,KBG,15,No,7,0.784,0.3366,NA,NA,NA,74.80918859,0.148354167,0.146,0.146,,,
552,08/03/22,403,2,KBG,30,No,9,0.8203,0.3498,NA,NA,NA,92.02561137,0.18175,0.175,0.184,,,
553,08/03/22,404,2,CBG,60,No,8,0.7963,0.3446,NA,NA,NA,88.20843079,0.30615625,0.278,0.318,,,
554,08/03/22,405,3,CBG,60,Yes,8,0.8112,0.3501,0.727,0.885,NA,93.92008976,0.265604167,0.254,0.261,,,
555,08/03/22,406,3,KBG,15,No,7,0.7973,0.3415,NA,NA,NA,85.10504855,0.147,0.142,0.147,,,
556,08/03/22,501,1,KBG,30,No,7,0.7613,0.313,NA,NA,NA,73.23035117,0.190552083,0.184,0.19,,,
557,08/03/22,502,1,CBG,75,No,8,0.7547,0.3274,NA,NA,NA,85.15396056,0.359375,0.335,0.374,,,
558,08/03/22,503,2,KBG,60,No,9,0.8213,0.3669,NA,NA,NA,95.11482609,0.306979167,0.282,0.325,,,
559,08/03/22,504,2,KBG,15,No,7,0.8125,0.3572,NA,NA,NA,87.82811836,0.158354167,0.14,0.161,,,
560,08/03/22,505,3,CBG,75,No,8,0.8131,0.3603,NA,NA,NA,94.95021034,0.3306875,0.318,0.34,,,
561,08/03/22,506,3,CBG,30,No,8,0.8147,0.3452,NA,NA,NA,93.46189768,0.222572917,0.189,0.231,,,
562,08/04/22,104,2,KBG,75,Yes,NA,NA,NA,0.665,0.859,NA,NA,0.331166667,0.309,0.313,,,
563,08/04/22,201,1,CBG,30,Yes,NA,NA,NA,0.666,0.821,NA,NA,0.171375,0.168,0.168,,,
564,08/04/22,306,3,KBG,60,Yes,NA,NA,NA,0.68,0.854,NA,NA,0.2835,0.258,0.264,,,
565,08/04/22,401,1,KBG,60,Yes,NA,NA,NA,0.678,0.854,NA,NA,0.2954375,0.268,0.269,,,
566,08/04/22,405,3,CBG,60,Yes,NA,NA,NA,0.679,0.863,NA,NA,0.2989375,0.274,0.277,,,
567,08/04/22,502,1,CBG,75,Yes,NA,NA,NA,0.679,0.859,NA,NA,0.3525625,0.33,0.333,,,
568,08/04/22,505,3,CBG,75,Yes,NA,NA,NA,0.687,0.884,NA,NA,0.327145833,0.313,0.314,,,
569,08/05/22,101,1,CBG,15,No,6,0.6241,0.2566,0.631,0.691,153.5,31.32810776,0.165729167,0.161,0.164,,,
570,08/05/22,102,1,CBG,60,Yes,7,0.7115,0.2893,0.664,0.829,96,63.15998975,0.275864583,0.267,0.273,,,
571,08/05/22,103,2,CBG,15,No,6,0.7189,0.2965,0.654,0.769,151,45.74325435,0.139166667,0.135,0.139,,,
572,08/05/22,104,2,KBG,75,Yes,7,0.7838,0.3164,0.679,0.872,56,90.71243235,0.341239583,0.318,0.335,,,
573,08/05/22,105,3,CBG,15,No,6,0.7083,0.2846,0.653,0.765,103.5,60.70022868,0.107583333,0.102,0.11,,,
574,08/05/22,106,3,KBG,45,Yes,7,0.7883,0.3183,0.673,0.857,85.5,92.0629836,0.20184375,0.179,0.202,,,
575,08/05/22,201,1,CBG,30,No,6,0.67,0.2706,0.65,0.739,153,38.49047081,0.166041667,0.161,0.165,,,
576,08/05/22,202,1,CBG,45,Yes,7,0.7109,0.2848,0.671,0.829,103,75.93208627,0.214989583,0.213,0.216,,,
577,08/05/22,203,2,KBG,45,Yes,8,0.796,0.3351,0.677,0.844,103.5,89.50196437,0.188145833,0.18,0.195,,,
578,08/05/22,204,2,CBG,45,No,7,0.7672,0.3262,0.683,0.854,86,80.91209498,0.231083333,0.209,0.243,,,
579,08/05/22,205,3,CBG,45,No,7,0.7466,0.3148,0.667,0.813,89.5,79.19096365,0.22365625,0.208,0.232,,,
580,08/05/22,206,3,KBG,30,Yes,7,0.7938,0.3431,0.68,0.85,119.5,89.26781098,0.155916667,0.153,0.156,,,
581,08/05/22,301,1,KBG,75,No,8,0.771,0.3072,0.676,0.857,99,80.54668,0.328104167,0.305,0.34,,,
582,08/05/22,302,1,KBG,45,Yes,7,0.7732,0.3115,0.684,0.845,120.5,82.6836955,0.213270833,0.208,0.217,,,
583,08/05/22,303,2,CBG,75,Yes,8,0.8102,0.3513,0.681,0.856,80.5,91.27378734,0.32059375,0.314,0.323,,,
584,08/05/22,304,2,CBG,30,No,7,0.741,0.3202,0.649,0.78,100,64.81090913,0.178864583,0.177,0.179,,,
585,08/05/22,305,3,KBG,75,Yes,8,0.8229,0.3486,0.688,0.873,75.5,92.46898248,0.324770833,0.308,0.319,,,
586,08/05/22,306,3,KBG,60,No,7,0.8142,0.3458,0.679,0.864,67.5,89.51758479,0.29221875,0.267,0.306,,,
587,08/05/22,401,1,KBG,60,No,7,0.7704,0.3217,0.671,0.822,110,83.72144207,0.308572917,0.284,0.321,,,
588,08/05/22,402,1,KBG,15,No,7,0.7278,0.3108,0.659,0.802,164.5,69.99481752,0.142322917,0.139,0.141,,,
589,08/05/22,403,2,KBG,30,Yes,9,0.8204,0.3549,0.693,0.881,109.5,91.83138843,0.14659375,0.143,0.148,,,
590,08/05/22,404,2,CBG,60,Yes,8,0.8373,0.3863,0.702,0.877,123,89.79969086,0.26578125,0.253,0.262,,,
591,08/05/22,405,3,CBG,60,No,8,0.8018,0.3402,0.703,0.886,58,92.32942753,0.309375,0.289,0.32,,,
592,08/05/22,406,3,KBG,15,No,7,0.7426,0.321,0.689,0.869,147.5,83.59637442,0.137927083,0.133,0.137,,,
593,08/05/22,501,1,KBG,30,No,7,0.7152,0.2924,0.69,0.82,183.5,65.90593753,0.17134375,0.163,0.173,,,
594,08/05/22,502,1,CBG,75,No,9,0.8212,0.3523,0.69,0.849,58.5,83.01476224,0.355020833,0.335,0.365,,,
595,08/05/22,503,2,KBG,60,Yes,9,0.8312,0.3583,0.703,0.886,86.5,95.32371012,0.239322917,0.228,0.248,,,
596,08/05/22,504,2,KBG,15,No,8,0.7976,0.3574,0.664,0.831,163,87.50946037,0.136,0.131,0.136,,,
597,08/05/22,505,3,CBG,75,Yes,8,0.8479,0.3715,0.698,0.869,65.5,94.54036023,0.339885417,0.319,0.33,,,
598,08/05/22,506,3,CBG,30,No,8,0.8216,0.3539,0.686,0.867,90,93.01562077,0.1789375,0.171,0.183,,,
599,08/06/22,102,1,CBG,60,Yes,NA,NA,NA,NA,NA,NA,NA,0.302114583,0.277,0.277,,,
600,08/06/22,104,2,KBG,75,Yes,NA,NA,NA,NA,NA,NA,NA,0.352,0.335,0.335,,,
601,08/06/22,105,3,CBG,15,Yes,NA,NA,NA,NA,NA,NA,NA,0.120697917,0.102,0.102,,,
602,08/06/22,106,3,KBG,45,Yes,NA,NA,NA,NA,NA,NA,NA,0.24746875,0.203,0.203,,,
603,08/06/22,201,1,CBG,30,Yes,NA,NA,NA,NA,NA,NA,NA,0.165864583,0.16,0.16,,,
604,08/06/22,202,1,CBG,45,Yes,NA,NA,NA,NA,NA,NA,NA,0.22715625,0.215,0.217,,,
605,08/06/22,203,2,KBG,45,Yes,NA,NA,NA,NA,NA,NA,NA,0.244197917,0.181,0.182,,,
606,08/06/22,204,2,CBG,45,Yes,NA,NA,NA,NA,NA,NA,NA,0.259354167,0.206,0.207,,,
607,08/06/22,205,3,CBG,45,Yes,NA,NA,NA,NA,NA,NA,NA,0.239833333,0.207,0.208,,,
608,08/06/22,206,3,KBG,30,Yes,NA,NA,NA,NA,NA,NA,NA,0.169229167,0.154,0.155,,,
609,08/06/22,301,1,KBG,75,Yes,NA,NA,NA,NA,NA,NA,NA,0.3350625,0.303,0.303,,,
610,08/06/22,302,1,KBG,45,Yes,NA,NA,NA,NA,NA,NA,NA,0.237770833,0.208,0.208,,,
611,08/06/22,303,2,CBG,75,Yes,NA,NA,NA,NA,NA,NA,NA,0.352604167,0.315,0.315,,,
612,08/06/22,305,3,KBG,75,Yes,NA,NA,NA,NA,NA,NA,NA,0.3545,0.327,0.328,,,
613,08/06/22,306,3,KBG,60,Yes,NA,NA,NA,NA,NA,NA,NA,0.308072917,0.267,0.267,,,
614,08/06/22,403,2,KBG,30,Yes,NA,NA,NA,NA,NA,NA,NA,0.181375,0.143,0.144,,,
615,08/06/22,404,2,CBG,60,Yes,NA,NA,NA,NA,NA,NA,NA,0.306927083,0.267,0.267,,,
616,08/06/22,501,1,KBG,30,Yes,NA,NA,NA,NA,NA,NA,NA,0.189302083,0.162,0.162,,,
617,08/06/22,502,1,CBG,75,Yes,NA,NA,NA,NA,NA,NA,NA,0.3664375,0.327,0.329,,,
618,08/06/22,503,2,KBG,60,Yes,NA,NA,NA,NA,NA,NA,NA,0.27884375,0.232,0.233,,,
619,08/08/22,101,1,CBG,15,No,5,0.6783,0.2656,NA,NA,91,30.5579591,0.310958333,0.271,0.318,,,
620,08/08/22,102,1,CBG,60,No,7,0.7263,0.2974,NA,NA,60.5,71.22294276,0.334791667,0.328,0.332,,,
621,08/08/22,103,2,CBG,15,No,6,0.6918,0.2771,NA,NA,70,47.50861226,0.2018125,0.183,0.194,,,
622,08/08/22,104,2,KBG,75,No,7,0.8046,0.3319,NA,NA,50.5,93.80269676,0.348479167,0.33,0.356,,,
623,08/08/22,105,3,CBG,15,No,6,0.7335,0.2943,NA,NA,72,63.39693076,0.186416667,0.171,0.19,,,
624,08/08/22,106,3,KBG,45,No,7,0.819,0.3455,NA,NA,55.5,93.41370864,0.28709375,0.268,0.294,,,
625,08/08/22,201,1,CBG,30,No,6,0.699,0.2777,NA,NA,69,47.64848698,0.21771875,0.19,0.205,,,
626,08/08/22,202,1,CBG,45,No,7,0.7671,0.3207,NA,NA,48.5,78.29813872,0.297875,0.291,0.299,,,
627,08/08/22,203,2,KBG,45,No,7,0.8083,0.3315,NA,NA,52,90.1893811,0.327822917,0.307,0.335,,,
628,08/08/22,204,2,CBG,45,No,7,0.7914,0.3352,NA,NA,70,82.27394271,0.342666667,0.321,0.35,,,
629,08/08/22,205,3,CBG,45,No,7,0.7569,0.3098,NA,NA,58,74.22774325,0.30746875,0.294,0.311,,,
630,08/08/22,206,3,KBG,30,No,7,0.8086,0.3387,NA,NA,65.5,88.95627151,0.293885417,0.28,0.298,,,
631,08/08/22,301,1,KBG,75,No,7,0.7837,0.3138,NA,NA,60.5,82.82953476,0.392270833,0.378,0.396,,,
632,08/08/22,302,1,KBG,45,No,7,0.7988,0.3229,NA,NA,50,85.43051224,0.345697917,0.327,0.35,,,
633,08/08/22,303,2,CBG,75,No,8,0.815,0.3454,NA,NA,50.5,90.97660308,0.37971875,0.366,0.383,,,
634,08/08/22,304,2,CBG,30,No,7,0.7572,0.32,NA,NA,101.5,72.17207629,0.323770833,0.304,0.329,,,
635,08/08/22,305,3,KBG,75,No,7,0.823,0.3419,NA,NA,52.5,93.45961753,0.365791667,0.351,0.372,,,
636,08/08/22,306,3,KBG,60,No,7,0.8132,0.3403,NA,NA,52.5,88.75146811,0.35771875,0.34,0.363,,,
637,08/08/22,401,1,KBG,60,No,7,0.7948,0.328,NA,NA,54.5,84.78038431,0.381458333,0.365,0.385,,,
638,08/08/22,402,1,KBG,15,No,7,0.7885,0.335,NA,NA,73.5,83.66555753,0.2871875,0.228,0.295,,,
639,08/08/22,403,2,KBG,30,No,8,0.8392,0.3631,NA,NA,65.5,93.34173096,0.31540625,0.292,0.323,,,
640,08/08/22,404,2,CBG,60,No,7,0.8138,0.3532,NA,NA,87,92.19929906,0.34440625,0.33,0.348,,,
641,08/08/22,405,3,CBG,60,No,7,0.8299,0.3493,NA,NA,52,94.0697455,0.354833333,0.339,0.36,,,
642,08/08/22,406,3,KBG,15,No,7,0.8119,0.345,NA,NA,75,89.32995899,0.2554375,0.224,0.259,,,
643,08/08/22,501,1,KBG,30,No,7,0.7599,0.3075,NA,NA,89.5,73.97728817,0.353822917,0.335,0.357,,,
644,08/08/22,502,1,CBG,75,No,8,0.8008,0.351,NA,NA,50,91.15624141,0.395895833,0.386,0.398,,,
645,08/08/22,503,2,KBG,60,No,8,0.8436,0.374,NA,NA,56.5,93.69882478,0.342635417,0.325,0.348,,,
646,08/08/22,504,2,KBG,15,No,7,0.8219,0.3573,NA,NA,80,88.80706763,0.313,0.283,0.324,,,
647,08/08/22,505,3,CBG,75,No,7,0.8308,0.36,NA,NA,52,94.05769824,0.368677083,0.354,0.371,,,
